year.trail.area.plot;1;2;3;4;5;6;11;12;13;14;18;19;20;22;31;32;33;34;35;36;38;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;61;62;63;64;66;90;91;92;93;95;97;98;99;100;101;road
2019.guil.moniz.0.1;21;25;0;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;20;0;0;0;1;0;0
2019.guil.moniz.0.2;7;13;0;17;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;0;0;0;0;0;0
2019.guil.moniz.0.3;9;15;0;17;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;12;0;0;0;1;0;0
2019.mist.negros.0.1;10;6;1;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2;0;0;0;2;0;0
2019.mist.negros.0.2;1;8;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;2;6;1;0;0;0;1;0;0
2019.mist.negros.0.3;1;6;0;29;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0
2019.mist.negros.250.1;3;10;0;24;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;20;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;6;0;0
2019.mist.negros.250.2;2;14;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;7;0;0
2019.mist.negros.250.3;2;13;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;11;0;0;0;0;0;2;0;0;0;0;0;0;0;6;0;0;0;0;0;12;0;0
2019.mist.negros.50.1;1;10;0;19;0;0;0;0;0;6;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;20;1;0
2019.mist.negros.50.2;4;25;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2019.mist.negros.50.3;0;15;0;11;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;20;0;0
2019.mist.negros.max.1;1;19;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;17;0;0
2019.mist.negros.max.2;2;17;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;4;0;0;0;0;0;0;0;3;2;3;0;0;0;11;0;0
2019.mist.negros.max.3;0;15;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;2;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0
2019.serreta.0.1;0;20;0;24;0;0;0;0;2;0;0;2;0;0;6;7;0;0;1;0;0;0;0;1;0;0;0;0;0;0;13;2;17;6;0;7;0;0;3;0;0;0;0;0;0;0;3;15;3;0;0;0;0;0;0
2019.serreta.0.2;3;14;0;13;0;0;0;0;0;0;0;3;0;0;0;4;0;0;0;0;0;0;0;12;0;0;0;0;0;0;1;1;3;1;0;3;0;0;0;0;0;0;0;0;0;0;0;4;16;0;0;0;0;0;0
2019.serreta.0.3;0;8;0;23;0;0;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;5;6;1;0;7;0;0;1;0;0;0;0;0;0;0;8;3;10;0;0;0;0;0;0
2019.serreta.250.1;2;36;0;2;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;10;0;0;3;0;0;0;0;0;0;0;5;1;32;0;0;0;0;0;0
2019.serreta.250.2;4;17;1;15;0;0;0;0;0;0;0;6;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2;0;5;0;0;3;0;0;0;0;0;0;0;1;0;28;0;0;0;0;0;0
2019.serreta.250.3;0;13;0;23;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;0;10;0;0;1;5;0;0;0;0;0;0;4;0;20;0;0;0;0;0;0
2019.serreta.50.1;0;34;0;6;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;29;0;1;1;0;7;0;0;1;0;0;0;0;0;0;3;3;5;10;0;0;0;0;0;0
2019.serreta.50.2;0;44;0;20;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;12;0;0;0;0;0;0;4;2;4;0;2;6;0;0;2;0;0;0;0;0;0;0;2;4;28;0;0;0;0;0;0
2019.serreta.Control 50.2;0;9;0;2;0;0;0;0;0;0;0;9;0;0;4;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;18;0;0;4;0;0;5;0;0;0;0;0;0;0;1;4;1;0;0;0;20;1;0